state,month,death,positive,recovered
TX,10,16873.709677419356,819218.5806451613,722385.5483870967
TX,11,18914.61111111111,972984.4444444445,830694.7222222222
UT,3,1.1764705882352942,220.36,
UT,4,24.066666666666666,2739.266666666667,981.9444444444445
UT,5,79.64516129032258,7138.096774193548,3935.8387096774195
UT,6,143.13333333333333,15373.366666666667,8778.266666666666
UT,7,234.1290322580645,31771.25806451613,19607.25806451613
UT,8,363.4193548387097,46532.87096774193,37082.58064516129
UT,9,434.93333333333334,60974.5,49675.1
UT,10,534.6129032258065,92603.74193548386,68348.06451612903
UT,11,671.8333333333334,137367.61111111112,96098.83333333333
VA,2,,,
VA,3,9.0,252.44444444444446,
VA,4,235.06666666666666,7462.9,1467.1764705882354
VA,5,989.8387096774194,29851.967741935485,3993.8064516129034
VA,6,1568.5333333333333,54810.5,7172.033333333334
VA,7,1988.4193548387098,75187.80645161291,9853.09677419355
VA,8,2392.8064516129034,106140.32258064517,13657.548387096775
VA,9,2882.766666666667,135660.33333333334,16469.8
VA,10,3433.7741935483873,164054.09677419355,18858.677419354837
VA,11,3736.6666666666665,194473.33333333334,21533.11111111111
VI,3,,13.4375,21.0
VI,4,2.230769230769231,50.0,42.9
VI,5,5.32258064516129,68.25806451612904,58.58064516129032
VI,6,6.0,74.33333333333333,64.53333333333333
VI,7,6.419354838709677,241.16129032258064,147.06451612903226
VI,8,10.096774193548388,760.3548387096774,566.516129032258
VI,9,18.2,1232.3,1139.7333333333333
VI,10,20.516129032258064,1335.1935483870968,1292.258064516129
VI,11,22.72222222222222,1408.888888888889,1350.3333333333333
VT,3,7.833333333333333,83.57692307692308,15.0
VT,4,32.666666666666664,727.4666666666667,15.0
VT,5,53.32258064516129,937.9677419354839,808.9615384615385
VT,6,55.43333333333333,1118.3333333333333,912.7
VT,7,56.064516129032256,1322.7096774193549,1103.6451612903227
VT,8,57.83870967741935,1512.2903225806451,1327.8709677419354
VT,9,58.0,1692.5666666666666,1517.4666666666667
VT,10,58.0,1937.9032258064517,1688.9032258064517
VT,11,58.72222222222222,2561.0,1946.5
WA,1,,0.0,
WA,2,3.25,0.6206896551724138,
WA,3,94.09677419354838,2305.7096774193546,
WA,4,553.9666666666667,11684.2,
WA,5,975.4516129032259,19331.548387096773,
WA,6,1219.0,28875.866666666665,
WA,7,1433.5483870967741,48346.48387096774,
WA,8,1758.774193548387,68225.67741935483,
WA,9,2017.3,80637.73333333334,
WA,10,2234.483870967742,96476.03225806452,
WA,11,2460.0555555555557,118759.11111111111,
WI,3,8.75,370.07142857142856,
WI,4,177.43333333333334,4691.133333333333,3352.0
WI,5,449.0,14078.58064516129,6855.741935483871
WI,6,701.7666666666667,25948.5,17120.433333333334
WI,7,850.0645161290323,43693.41935483871,31387.74193548387
WI,8,1045.4516129032259,69785.96774193548,55614.58064516129
WI,9,1228.9333333333334,100968.5,81680.0
WI,10,1622.5483870967741,177471.87096774194,133038.06451612903
WI,11,2488.5555555555557,293204.55555555556,214254.27777777778
WV,3,0.11764705882352941,28.153846153846153,
WV,4,16.266666666666666,699.1,298.3809523809524
WV,5,62.32258064516129,1516.0,909.2258064516129
WV,6,86.86666666666666,2383.4666666666667,1654.2333333333333
WV,7,99.87096774193549,4677.5161290322585,3298.7741935483873
WV,8,160.19354838709677,8468.451612903225,6469.354838709677
WV,9,285.93333333333334,13149.866666666667,9705.433333333332
WV,10,397.5806451612903,19646.354838709678,14621.516129032258
WV,11,529.2777777777778,29713.777777777777,21536.5
WY,3,0.0,28.48,17.714285714285715
WY,4,2.7333333333333334,370.8666666666667,178.93333333333334
WY,5,9.548387096774194,735.6451612903226,500.7741935483871
WY,6,18.5,1123.8,865.3666666666667
WY,7,22.870967741935484,2063.9032258064517,1553.0645161290322
WY,8,32.0,3301.9032258064517,2685.2903225806454
WY,9,45.833333333333336,4668.533333333334,3923.9333333333334
WY,10,62.12903225806452,9007.677419354839,6552.870967741936
WY,11,120.27777777777777,18834.222222222223,11004.944444444445
